siempre	1012426,ADVERB
liviana	2064,ADJECTIVE
lactato	2063,NOUN,SINGULAR
pantera	2063,NOUN,SINGULAR
operada	2060,ADJECTIVE,PARTICIPLE
binario	2058,ADJECTIVE
exhalar	2052,VERB
comento	2051,NOUN,VERB,SINGULAR
saladas	2051,ADJECTIVE,PARTICIPLE
oscilar	2049,VERB
benigno	2048,ADJECTIVE
renales	2046,ADJECTIVE
invasor	2043,ADJECTIVE,NOUN,SINGULAR
excavar	2038,VERB
modista	2034,NOUN,SINGULAR
desidia	2031,NOUN,SINGULAR
heraldo	2031,NOUN,SINGULAR
librito	2028,NOUN,SINGULAR
austera	2027,ADJECTIVE
pasmado	2027,ADJECTIVE,PARTICIPLE
brebaje	2026,NOUN,SINGULAR
oxidado	2024,ADJECTIVE,PARTICIPLE
enlazar	2022,VERB
jacuzzi	2019,NOUN,SINGULAR
bautizo	2018,NOUN,VERB,SINGULAR
carcasa	2017,NOUN,SINGULAR
criollo	2014,ADJECTIVE,NOUN,SINGULAR
picadas	2013,ADJECTIVE,NOUN,PARTICIPLE,PLURAL
ventral	2012,ADJECTIVE
absorta	2007,ADJECTIVE
sanador	2006,ADJECTIVE,NOUN,SINGULAR
tornado	2004,NOUN,PARTICIPLE,SINGULAR
sellada	2000,ADJECTIVE,PARTICIPLE
nefasto	1998,ADJECTIVE
sordera	1997,NOUN,SINGULAR
tibieza	1997,NOUN,SINGULAR
fumador	1995,ADJECTIVE,NOUN,SINGULAR
gaviota	1992,NOUN,SINGULAR
iceberg	1992,NOUN,SINGULAR
pintora	1992,NOUN,SINGULAR
mundana	1991,ADJECTIVE
furtiva	1990,ADJECTIVE
macabro	1989,ADJECTIVE
prurito	1987,NOUN,SINGULAR
salitre	1982,NOUN,SINGULAR
diezmos	1977,ADJECTIVE,NOUN,PLURAL
libreto	1977,NOUN,SINGULAR
mucosas	1977,ADJECTIVE,NOUN,PLURAL
reducto	1977,NOUN,SINGULAR
selecto	1976,ADJECTIVE
difunta	1973,ADJECTIVE
diferir	1972,VERB
barrido	1971,ADJECTIVE,NOUN,PARTICIPLE,SINGULAR
horaria	1971,ADJECTIVE
movidos	1971,ADJECTIVE,PARTICIPLE
surtido	1971,ADJECTIVE,NOUN,PARTICIPLE,SINGULAR
laringe	1970,NOUN,SINGULAR
decenio	1969,NOUN,SINGULAR
injerto	1961,NOUN,VERB,SINGULAR
mechero	1959,NOUN,SINGULAR
rastreo	1954,NOUN,VERB,SINGULAR
cremosa	1952,ADJECTIVE
adjunta	1947,ADJECTIVE,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
mundano	1946,ADJECTIVE
euskera	1945,ADJECTIVE,NOUN,SINGULAR
fingido	1943,ADJECTIVE,PARTICIPLE
oblicuo	1943,ADJECTIVE
redimir	1942,VERB
famosos	1941,ADJECTIVE,NOUN,PLURAL
vacante	1928,ADJECTIVE,NOUN,SINGULAR
revocar	1920,VERB
ingrato	1919,ADJECTIVE,NOUN,SINGULAR
quiebre	1919,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR,SUBJ
secuela	1917,NOUN,SINGULAR
cotizar	1916,VERB
regidor	1914,NOUN,SINGULAR
saquear	1912,VERB
agravar	1909,VERB
sucinta	1908,ADJECTIVE
tedioso	1906,ADJECTIVE
adiposo	1905,ADJECTIVE
payasos	1900,ADJECTIVE,NOUN,PLURAL
rocosas	1900,ADJECTIVE
oblicua	1898,ADJECTIVE
diestra	1895,NOUN,ADJECTIVE,SINGULAR
quietas	1895,ADJECTIVE,VERB
estival	1893,ADJECTIVE
sinuoso	1888,ADJECTIVE
granizo	1885,NOUN,VERB,SINGULAR
pechera	1882,NOUN,ADJECTIVE,SINGULAR
cifrado	1871,ADJECTIVE,PARTICIPLE
sexismo	1864,NOUN,SINGULAR
moradas	1860,ADJECTIVE,NOUN,PARTICIPLE,PLURAL
pelados	1860,ADJECTIVE,NOUN,PARTICIPLE,PLURAL
fetales	1857,ADJECTIVE
forrado	1854,ADJECTIVE,PARTICIPLE
canguro	1852,NOUN,SINGULAR
aplazar	1851,VERB
atalaya	1851,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
plantel	1851,NOUN,SINGULAR
apurado	1849,ADJECTIVE,PARTICIPLE
mirilla	1849,NOUN,SINGULAR
caseras	1847,ADJECTIVE,NOUN,PLURAL
electos	1845,ADJECTIVE,PARTICIPLE
oxidada	1845,ADJECTIVE,PARTICIPLE
andamio	1840,NOUN,VERB,SINGULAR
agreste	1839,ADJECTIVE
florido	1834,ADJECTIVE
colilla	1833,NOUN,SINGULAR
finitud	1830,NOUN,SINGULAR
repeler	1825,VERB
patrono	1824,NOUN,SINGULAR
repudio	1824,NOUN,VERB,SINGULAR
decimal	1823,ADJECTIVE
festiva	1822,ADJECTIVE
mediado	1822,ADJECTIVE,PARTICIPLE
augurio	1820,NOUN,SINGULAR
peladas	1819,ADJECTIVE,NOUN,PARTICIPLE,PLURAL
modular	1818,ADJECTIVE,VERB
abusiva	1816,ADJECTIVE
difusos	1816,ADJECTIVE
remanso	1816,NOUN,ADJECTIVE,VERB,SINGULAR
mestizo	1815,ADJECTIVE,NOUN,VERB,SINGULAR
culebra	1808,NOUN,SINGULAR
uterino	1808,ADJECTIVE
aflojar	1802,VERB
chequeo	1801,NOUN,VERB,SINGULAR
llavero	1798,NOUN,SINGULAR
pasmosa	1798,ADJECTIVE
bordada	1796,ADJECTIVE,PARTICIPLE
viscosa	1793,ADJECTIVE
silicio	1792,NOUN,SINGULAR
amasijo	1790,NOUN,VERB,SINGULAR
country	1790,NOUN,SINGULAR
bulevar	1787,NOUN,SINGULAR
bohemia	1784,NOUN,ADJECTIVE,SINGULAR
marital	1784,ADJECTIVE
basales	1781,ADJECTIVE,VERB,IMP,INFLECTED_FORM
demorar	1780,VERB
sesgada	1780,ADJECTIVE,PARTICIPLE
bestial	1779,ADJECTIVE
alberca	1777,NOUN,SINGULAR
escozor	1777,NOUN,SINGULAR
gustoso	1775,ADJECTIVE
nocivas	1775,ADJECTIVE
escollo	1772,NOUN,SINGULAR
tendero	1772,NOUN,SINGULAR
solista	1770,NOUN,SINGULAR
rabiosa	1769,ADJECTIVE
cobalto	1766,NOUN,SINGULAR
excitar	1765,VERB
estoico	1764,ADJECTIVE,NOUN,SINGULAR
canario	1761,ADJECTIVE,NOUN,SINGULAR
coqueta	1759,NOUN,ADJECTIVE,SINGULAR
colmado	1757,ADJECTIVE,NOUN,PARTICIPLE,SINGULAR
viscoso	1757,ADJECTIVE
celador	1756,ADJECTIVE,NOUN,SINGULAR
sulfato	1756,NOUN,VERB,SINGULAR
copiosa	1753,ADJECTIVE
penuria	1753,NOUN,SINGULAR
desfase	1752,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR,SUBJ
lechuza	1746,NOUN,SINGULAR
entonar	1745,VERB
cretino	1743,ADJECTIVE,NOUN,SINGULAR
puntaje	1741,NOUN,SINGULAR
legible	1737,ADJECTIVE
jubileo	1730,NOUN,SINGULAR
adultez	1729,NOUN,SINGULAR
nacidas	1729,ADJECTIVE,PARTICIPLE
nutrida	1727,ADJECTIVE,PARTICIPLE
estelar	1723,ADJECTIVE
empaque	1722,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR,SUBJ
hebilla	1720,NOUN,SINGULAR
oprobio	1720,NOUN,SINGULAR
mordaza	1718,NOUN,SINGULAR
tribuno	1718,NOUN,SINGULAR
atisbar	1716,VERB
manchar	1716,VERB
inmunes	1714,ADJECTIVE
fibroso	1711,ADJECTIVE
reality	1709,NOUN,SINGULAR
gestora	1707,NOUN,SINGULAR
socavar	1705,VERB
holgura	1701,NOUN,SINGULAR
secador	1701,ADJECTIVE,NOUN,SINGULAR
curador	1698,NOUN,SINGULAR
anotado	1693,ADJECTIVE,PARTICIPLE
pasador	1689,NOUN,SINGULAR
grafito	1688,NOUN,SINGULAR
escueto	1685,ADJECTIVE
alojado	1684,NOUN,PARTICIPLE,SINGULAR
nirvana	1683,NOUN,SINGULAR
perrita	1683,NOUN,SINGULAR
allende	1681,ADVERB,PREPOSITION
expulsa	1679,ADJECTIVE,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
acritud	1678,NOUN,SINGULAR
cautiva	1678,NOUN,ADJECTIVE,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
ociosos	1678,ADJECTIVE,NOUN,PLURAL
pechuga	1675,NOUN,SINGULAR
forrada	1672,ADJECTIVE,PARTICIPLE
pasmada	1669,ADJECTIVE,PARTICIPLE
volador	1669,ADJECTIVE,NOUN,SINGULAR
corales	1668,ADJECTIVE,NOUN,PLURAL
infanta	1666,NOUN,SINGULAR
arancel	1660,NOUN,SINGULAR
incitar	1659,VERB
costero	1657,ADJECTIVE
bravura	1654,NOUN,SINGULAR
novicia	1653,NOUN,SINGULAR
partera	1653,NOUN,SINGULAR
dejados	1651,ADJECTIVE,PARTICIPLE
mancebo	1648,ADJECTIVE,NOUN,SINGULAR
cabaret	1646,NOUN,SINGULAR
binaria	1641,ADJECTIVE
bajadas	1638,ADJECTIVE,NOUN,PARTICIPLE,PLURAL
curtido	1638,ADJECTIVE,NOUN,PARTICIPLE,SINGULAR
pesebre	1636,NOUN,SINGULAR
letrada	1632,NOUN,ADJECTIVE,SINGULAR
estribo	1630,NOUN,VERB,SINGULAR
mafioso	1630,ADJECTIVE,NOUN,SINGULAR
tirante	1630,ADJECTIVE,NOUN,SINGULAR
puntero	1626,ADJECTIVE,NOUN,SINGULAR
anulada	1623,ADJECTIVE,PARTICIPLE
regusto	1618,NOUN,SINGULAR
sexenio	1618,NOUN,SINGULAR
soluble	1616,ADJECTIVE
dirimir	1614,VERB
medidor	1613,ADJECTIVE,NOUN,SINGULAR
ampolla	1610,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
delatar	1610,VERB
coronar	1609,VERB
repollo	1609,NOUN,VERB,SINGULAR
aludida	1606,ADJECTIVE,PARTICIPLE
obscura	1603,ADJECTIVE
penacho	1603,NOUN,SINGULAR
macabra	1600,ADJECTIVE
exmujer	1599,NOUN,SINGULAR
hipoxia	1599,NOUN,SINGULAR
quijada	1599,NOUN,SINGULAR
moderar	1597,VERB
embalse	1596,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR,SUBJ
obscuro	1594,ADJECTIVE
sabueso	1593,NOUN,SINGULAR
estoica	1591,NOUN,ADJECTIVE,SINGULAR
tumbona	1590,NOUN,ADJECTIVE,SINGULAR
mestiza	1587,NOUN,ADJECTIVE,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
abusado	1585,PARTICIPLE,ADJECTIVE
insular	1584,ADJECTIVE,NOUN,SINGULAR
tiradas	1583,ADJECTIVE,NOUN,PARTICIPLE,PLURAL
debacle	1582,NOUN,SINGULAR
tumoral	1579,ADJECTIVE
poetisa	1576,NOUN,SINGULAR
labrado	1575,NOUN,ADJECTIVE,PARTICIPLE,SINGULAR
alocada	1572,ADJECTIVE,PARTICIPLE
plumazo	1571,NOUN,SINGULAR
sinuosa	1569,ADJECTIVE
lujosas	1567,ADJECTIVE
mexicas	1567,ADJECTIVE,NOUN,PLURAL
costear	1566,VERB
atacada	1563,ADJECTIVE,PARTICIPLE
desarme	1562,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR,SUBJ
palillo	1562,NOUN,SINGULAR
brasero	1561,NOUN,SINGULAR
nupcias	1559,NOUN,SINGULAR
dimitir	1554,VERB
reactor	1551,NOUN,SINGULAR
polilla	1548,NOUN,SINGULAR
oneroso	1545,ADJECTIVE
ovalada	1545,ADJECTIVE
robadas	1545,ADJECTIVE,PARTICIPLE
llorosa	1544,ADJECTIVE
antifaz	1543,NOUN,SINGULAR
conciso	1541,ADJECTIVE
croquis	1541,NOUN,SINGULAR
nevadas	1538,ADJECTIVE,NOUN,PARTICIPLE,PLURAL
ultraje	1537,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR,SUBJ
granate	1535,ADJECTIVE,NOUN,VERB,IMP,INFLECTED_FORM,SINGULAR
forraje	1534,NOUN,SINGULAR
taladro	1532,NOUN,VERB,SINGULAR
amapola	1531,NOUN,SINGULAR
astilla	1531,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
recital	1530,NOUN,SINGULAR
frenada	1527,NOUN,PARTICIPLE,SINGULAR
pastosa	1527,ADJECTIVE
bramido	1525,NOUN,SINGULAR
uterina	1523,ADJECTIVE
papilla	1522,NOUN,SINGULAR
innatas	1517,ADJECTIVE
sortija	1515,NOUN,SINGULAR
pujante	1514,ADJECTIVE
acosado	1513,ADJECTIVE,PARTICIPLE
florero	1513,NOUN,SINGULAR
noruego	1509,ADJECTIVE,NOUN,SINGULAR
obsceno	1503,ADJECTIVE
rebasar	1500,VERB
mullido	1499,ADJECTIVE,PARTICIPLE
cochera	1497,NOUN,SINGULAR
pinchar	1494,VERB
alegrar	1493,VERB
lasciva	1493,ADJECTIVE
conexos	1488,ADJECTIVE
apenado	1486,ADJECTIVE,PARTICIPLE
premiar	1486,VERB
mordido	1485,ADJECTIVE,PARTICIPLE
pendejo	1484,NOUN,ADJECTIVE,SINGULAR
cremoso	1483,ADJECTIVE
renegar	1480,VERB
otredad	1479,NOUN,SINGULAR
hondura	1478,NOUN,SINGULAR
tapados	1475,ADJECTIVE,NOUN,PARTICIPLE,PLURAL
infames	1472,ADJECTIVE,VERB,INFLECTED_FORM,SUBJ
rebatir	1472,VERB
titanio	1472,NOUN,SINGULAR
amateur	1469,ADJECTIVE,NOUN,SINGULAR
barcaza	1468,NOUN,SINGULAR
incisos	1468,ADJECTIVE,NOUN,PLURAL
grupito	1467,NOUN,SINGULAR
astutos	1465,ADJECTIVE
glaciar	1461,NOUN,SINGULAR
cubanas	1460,ADJECTIVE,NOUN,PLURAL
tejanos	1460,NOUN,ADJECTIVE,VERB,IMP,INFLECTED_FORM,PLURAL
inundar	1459,VERB
voluble	1458,ADJECTIVE
adversa	1457,ADJECTIVE,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
faringe	1455,NOUN,SINGULAR
nublada	1455,ADJECTIVE,PARTICIPLE
sinusal	1454,ADJECTIVE
cortijo	1453,NOUN,SINGULAR
exaltar	1453,VERB
cadalso	1451,NOUN,SINGULAR
vistoso	1450,ADJECTIVE
austral	1449,ADJECTIVE,NOUN,SINGULAR
abismal	1448,ADJECTIVE
revisor	1448,ADJECTIVE,NOUN,SINGULAR
nefasta	1441,ADJECTIVE
paletas	1441,ADJECTIVE,NOUN,PLURAL
realzar	1439,VERB
adivino	1438,NOUN,VERB,SINGULAR
aparejo	1438,NOUN,VERB,SINGULAR
aerosol	1436,NOUN,SINGULAR
macizos	1433,ADJECTIVE,NOUN,PLURAL
excelsa	1429,ADJECTIVE
candela	1428,NOUN,SINGULAR
furtivo	1421,ADJECTIVE,NOUN,SINGULAR
pillaje	1419,NOUN,SINGULAR
vesical	1418,ADJECTIVE
tubular	1417,ADJECTIVE
salidos	1414,ADJECTIVE,PARTICIPLE
tomador	1414,NOUN,SINGULAR
asesora	1413,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
jodidos	1413,ADJECTIVE,PARTICIPLE
arrasar	1410,VERB
verdosa	1410,ADJECTIVE
aguante	1408,NOUN,INTERJECTION,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR,SUBJ
gestual	1408,ADJECTIVE
turbios	1405,ADJECTIVE
manager	1403,NOUN,SINGULAR
fundida	1402,ADJECTIVE,PARTICIPLE
amazona	1401,NOUN,SINGULAR
ruinoso	1401,ADJECTIVE
ambages	1399,NOUN,SINGULAR
boliche	1396,NOUN,SINGULAR
colmada	1394,ADJECTIVE,PARTICIPLE
conjura	1394,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
retardo	1386,NOUN,VERB,SINGULAR
abonado	1381,NOUN,PARTICIPLE,SINGULAR
bancada	1381,NOUN,PARTICIPLE,SINGULAR
elogiar	1380,VERB
glamour	1380,NOUN,SINGULAR
imputar	1380,VERB
cruenta	1379,ADJECTIVE
azarosa	1375,ADJECTIVE
sicario	1374,NOUN,SINGULAR
bebedor	1369,ADJECTIVE,NOUN,SINGULAR
morboso	1369,ADJECTIVE
orbital	1364,ADJECTIVE,NOUN,SINGULAR
alcista	1363,ADJECTIVE
anhelar	1360,VERB
paganas	1359,ADJECTIVE,NOUN,PLURAL
embrujo	1358,NOUN,VERB,SINGULAR
mapuche	1356,ADJECTIVE,NOUN,SINGULAR
idiotez	1353,NOUN,SINGULAR
quechua	1352,ADJECTIVE,NOUN,SINGULAR
cantada	1349,NOUN,PARTICIPLE,SINGULAR
convite	1349,NOUN,SINGULAR
collage	1347,NOUN,SINGULAR
pleural	1347,ADJECTIVE
banales	1345,ADJECTIVE
sonrojo	1345,NOUN,VERB,SINGULAR
hoyuelo	1343,NOUN,SINGULAR
portera	1343,NOUN,SINGULAR
rojizas	1340,ADJECTIVE
podcast	1338,NOUN,SINGULAR
rebotar	1338,VERB
animoso	1337,ADJECTIVE
cancela	1337,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
anverso	1335,NOUN,SINGULAR
anodino	1334,ADJECTIVE
encinta	1332,ADJECTIVE,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
zancada	1332,NOUN,SINGULAR
vecinal	1329,ADJECTIVE
dejadas	1323,ADJECTIVE,NOUN,PARTICIPLE,PLURAL
mortaja	1321,NOUN,SINGULAR
usuaria	1321,NOUN,SINGULAR
empacar	1320,VERB
jaqueca	1320,NOUN,SINGULAR
churros	1319,ADJECTIVE,NOUN,PLURAL
coautor	1319,NOUN,SINGULAR
hechura	1319,NOUN,SINGULAR
mulatos	1318,ADJECTIVE,NOUN,PLURAL
oriundo	1316,ADJECTIVE,NOUN,SINGULAR
especia	1315,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
develar	1312,VERB
forjada	1311,ADJECTIVE,PARTICIPLE
gremial	1311,ADJECTIVE
penalti	1311,NOUN,SINGULAR
enchufe	1310,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR,SUBJ
maxilar	1310,ADJECTIVE
turbias	1309,ADJECTIVE
excelso	1306,ADJECTIVE
neutros	1306,ADJECTIVE
brincar	1305,VERB
cabales	1305,NOUN,ADJECTIVE,PLURAL
menudos	1304,ADJECTIVE,NOUN,PLURAL
curvada	1300,ADJECTIVE,PARTICIPLE
titubeo	1300,NOUN,VERB,SINGULAR
husmear	1297,VERB
agredir	1295,VERB
mullida	1294,ADJECTIVE,PARTICIPLE
vertido	1291,NOUN,PARTICIPLE,SINGULAR
profana	1290,NOUN,ADJECTIVE,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
albacea	1289,NOUN,SINGULAR
ominoso	1288,ADJECTIVE
anulado	1287,ADJECTIVE,PARTICIPLE
patinar	1285,VERB
morbosa	1283,ADJECTIVE
detente	1282,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR,SUBJ
sadismo	1281,NOUN,SINGULAR
apurada	1280,ADJECTIVE,PARTICIPLE
penique	1277,NOUN,SINGULAR
hacedor	1275,NOUN,SINGULAR
inmunda	1275,ADJECTIVE
mampara	1275,NOUN,SINGULAR
fusilar	1271,VERB
tediosa	1271,ADJECTIVE
ciruela	1267,NOUN,SINGULAR
divagar	1267,VERB
sagital	1265,ADJECTIVE
veganos	1261,ADJECTIVE,NOUN,PLURAL
cabezal	1259,NOUN,SINGULAR
novatos	1259,ADJECTIVE,NOUN,PLURAL
avistar	1257,VERB
atadura	1255,NOUN,SINGULAR
misivas	1253,ADJECTIVE,NOUN,PLURAL
curtida	1252,ADJECTIVE,PARTICIPLE
drogado	1252,ADJECTIVE,PARTICIPLE
fetiche	1251,NOUN,SINGULAR
boquete	1250,NOUN,SINGULAR
focales	1250,ADJECTIVE
pomposo	1250,ADJECTIVE
aviador	1247,NOUN,SINGULAR
azorado	1247,ADJECTIVE,PARTICIPLE
apegado	1246,ADJECTIVE,PARTICIPLE
dudosos	1246,ADJECTIVE
honrosa	1246,ADJECTIVE
negrita	1238,NOUN,ADJECTIVE,SINGULAR
arrabal	1237,NOUN,SINGULAR
catarro	1237,NOUN,SINGULAR
enredar	1234,VERB
rocosos	1233,ADJECTIVE
cautivo	1232,ADJECTIVE,NOUN,VERB,SINGULAR
yugular	1232,ADJECTIVE,NOUN,VERB,SINGULAR
velorio	1231,NOUN,SINGULAR
copioso	1226,ADJECTIVE
copista	1226,NOUN,SINGULAR
hilillo	1226,NOUN,SINGULAR
terrena	1226,ADJECTIVE
matador	1225,NOUN,SINGULAR
pionera	1224,NOUN,ADJECTIVE,SINGULAR
nadador	1223,NOUN,SINGULAR
silente	1223,ADJECTIVE
crecida	1219,NOUN,ADJECTIVE,PARTICIPLE,SINGULAR
erizado	1219,ADJECTIVE,PARTICIPLE
alzados	1217,ADJECTIVE,NOUN,PARTICIPLE,PLURAL
reclame	1214,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR,SUBJ
asidero	1212,NOUN,SINGULAR
sondear	1211,VERB
difusas	1210,ADJECTIVE
lirismo	1210,NOUN,SINGULAR
pagador	1208,ADJECTIVE,NOUN,SINGULAR
cobrizo	1207,ADJECTIVE
votante	1207,ADJECTIVE,NOUN,SINGULAR
subidos	1206,ADJECTIVE,PARTICIPLE
morisco	1204,ADJECTIVE,NOUN,SINGULAR
viciado	1202,ADJECTIVE,PARTICIPLE
serbios	1197,ADJECTIVE,NOUN,PLURAL
augusto	1196,ADJECTIVE
oclusal	1196,ADJECTIVE
celosos	1195,ADJECTIVE
penosas	1195,ADJECTIVE
alocado	1194,ADJECTIVE,PARTICIPLE
troyano	1194,ADJECTIVE,NOUN,SINGULAR
tocados	1192,ADJECTIVE,NOUN,PARTICIPLE,PLURAL
pujanza	1190,NOUN,SINGULAR
zarpazo	1188,NOUN,SINGULAR
ternero	1186,NOUN,SINGULAR
sobrado	1184,ADJECTIVE,NOUN,PARTICIPLE,SINGULAR
desaire	1183,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR,SUBJ
estanco	1182,ADJECTIVE,NOUN,VERB,SINGULAR
refinar	1182,VERB
ingrata	1180,NOUN,ADJECTIVE,SINGULAR
intimar	1175,VERB
germano	1174,ADJECTIVE,NOUN,SINGULAR
bohemio	1171,ADJECTIVE,NOUN,SINGULAR
morenas	1170,ADJECTIVE,NOUN,PLURAL
bajista	1168,ADJECTIVE,NOUN,SINGULAR
acicate	1166,NOUN,SINGULAR
dejadez	1166,NOUN,SINGULAR
velador	1164,NOUN,SINGULAR
templar	1163,VERB
brocado	1161,NOUN,SINGULAR
carrete	1161,NOUN,SINGULAR
bulimia	1160,NOUN,SINGULAR
erectos	1160,ADJECTIVE
acequia	1157,NOUN,SINGULAR
denuedo	1157,NOUN,SINGULAR
cuajada	1154,NOUN,PARTICIPLE,SINGULAR
espesos	1153,ADJECTIVE
fregona	1152,NOUN,ADJECTIVE,SINGULAR
sajones	1152,ADJECTIVE,NOUN,PLURAL
vasallo	1152,ADJECTIVE,NOUN,SINGULAR
dilatar	1150,VERB
veraneo	1148,NOUN,VERB,SINGULAR
tatuado	1147,ADJECTIVE,PARTICIPLE
benigna	1145,ADJECTIVE
denotar	1144,VERB
ovalado	1143,ADJECTIVE
apresar	1141,VERB
atracar	1140,VERB
inflado	1140,NOUN,PARTICIPLE,SINGULAR
domador	1139,NOUN,SINGULAR
cubital	1138,ADJECTIVE
cabrito	1136,NOUN,SINGULAR
gritito	1136,NOUN,SINGULAR
holgada	1134,ADJECTIVE,PARTICIPLE
inquina	1132,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
pastora	1131,NOUN,SINGULAR
resecos	1130,ADJECTIVE
abrigar	1129,VERB
derribo	1129,NOUN,VERB,SINGULAR
felinos	1129,ADJECTIVE,NOUN,PLURAL
violada	1129,ADJECTIVE,PARTICIPLE
apartes	1128,ADJECTIVE,VERB,INFLECTED_FORM,SUBJ
recluta	1127,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
tiestos	1127,ADJECTIVE,NOUN,PLURAL
gauchos	1126,ADJECTIVE,NOUN,PLURAL
honroso	1125,ADJECTIVE
panacea	1125,NOUN,SINGULAR
excusar	1121,VERB
irritar	1121,VERB
panceta	1121,NOUN,SINGULAR
amarrar	1119,VERB
anguila	1118,NOUN,SINGULAR
azaroso	1118,ADJECTIVE
desvelo	1118,NOUN,VERB,SINGULAR
andinos	1116,ADJECTIVE,NOUN,PLURAL
depurar	1116,VERB
esparto	1116,NOUN,VERB,SINGULAR
puridad	1116,NOUN,SINGULAR
amparar	1114,VERB
barbudo	1114,ADJECTIVE
demoler	1114,VERB
becario	1112,NOUN,SINGULAR
inserto	1112,ADJECTIVE,VERB
azorada	1110,ADJECTIVE,PARTICIPLE
concisa	1108,ADJECTIVE
selecta	1107,NOUN,ADJECTIVE,SINGULAR
volcada	1103,NOUN,PARTICIPLE,SINGULAR
proprio	1102,ADJECTIVE
argivos	1101,ADJECTIVE,NOUN,PLURAL
sepelio	1101,NOUN,SINGULAR
asestar	1100,VERB
escaneo	1100,NOUN,VERB,SINGULAR
forales	1099,ADJECTIVE
temario	1099,NOUN,SINGULAR
soprano	1097,NOUN,SINGULAR
postigo	1095,NOUN,SINGULAR
merluza	1094,NOUN,SINGULAR
sabedor	1094,ADJECTIVE
boscosa	1089,ADJECTIVE
recluso	1089,ADJECTIVE,NOUN,SINGULAR
anotada	1088,ADJECTIVE,PARTICIPLE
denegar	1087,VERB
galopar	1085,VERB
cogidas	1083,ADJECTIVE,NOUN,PARTICIPLE,PLURAL
risilla	1082,NOUN,SINGULAR
timonel	1082,NOUN,SINGULAR
marcaje	1081,NOUN,SINGULAR
menguar	1080,VERB
acotado	1079,ADJECTIVE,PARTICIPLE
exnovio	1074,NOUN,SINGULAR
colecta	1073,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
comadre	1073,NOUN,SINGULAR
cotejar	1072,VERB
abocado	1070,ADJECTIVE,PARTICIPLE
agachar	1069,VERB
caladas	1069,ADJECTIVE,NOUN,PARTICIPLE,PLURAL
rellena	1069,ADJECTIVE,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
tantear	1069,VERB
cosacos	1068,ADJECTIVE,NOUN,PLURAL
oprimir	1066,VERB
rabieta	1066,NOUN,SINGULAR
laxitud	1064,NOUN,SINGULAR
regaliz	1064,NOUN,SINGULAR
anatema	1063,NOUN,SINGULAR
anodina	1063,ADJECTIVE
levedad	1062,NOUN,SINGULAR
brumoso	1060,ADJECTIVE
efusivo	1059,ADJECTIVE
dragona	1057,NOUN,SINGULAR
broncas	1056,ADJECTIVE,NOUN,PLURAL
argolla	1055,NOUN,SINGULAR
nitrato	1053,NOUN,SINGULAR
arenosa	1052,ADJECTIVE
embolia	1051,NOUN,SINGULAR
sillita	1051,NOUN,SINGULAR
elipsis	1048,NOUN,SINGULAR
sumaria	1048,ADJECTIVE,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
allanar	1047,VERB
expirar	1047,VERB
hashtag	1047,NOUN,SINGULAR
eritema	1046,NOUN,SINGULAR
medible	1043,ADJECTIVE
salados	1043,ADJECTIVE,PARTICIPLE
bruscas	1041,ADJECTIVE
grafiti	1041,NOUN,SINGULAR
corneta	1037,NOUN,SINGULAR
