tiempo	1498128,NOUN,SINGULAR
amadas	1197,ADJECTIVE,PARTICIPLE
doloso	1196,ADJECTIVE
quitas	1193,ADJECTIVE,NOUN,VERB,PLURAL
aguada	1192,ADJECTIVE,PARTICIPLE
poncho	1192,NOUN,VERB,SINGULAR
casete	1190,NOUN,SINGULAR
rodaja	1190,NOUN,SINGULAR
decaer	1189,VERB
pascua	1189,NOUN,SINGULAR
mandil	1185,NOUN,SINGULAR
passim	1185,ADVERB
dolosa	1180,ADJECTIVE
vasito	1180,NOUN,SINGULAR
alados	1178,ADJECTIVE
yunque	1176,NOUN,SINGULAR
solita	1175,ADJECTIVE
flacos	1174,ADJECTIVE,NOUN,PLURAL
lapsus	1174,NOUN,SINGULAR
chasis	1172,NOUN,SINGULAR
guinda	1172,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
uretra	1170,NOUN,SINGULAR
espray	1167,NOUN,SINGULAR
linaza	1167,NOUN,SINGULAR
deceso	1164,NOUN,SINGULAR
aridez	1161,NOUN,SINGULAR
errado	1161,ADJECTIVE,PARTICIPLE
migrar	1161,VERB
opacas	1161,ADJECTIVE,VERB
vascas	1161,ADJECTIVE,NOUN,PLURAL
vegano	1160,ADJECTIVE,NOUN,SINGULAR
tachar	1159,VERB
sirios	1158,ADJECTIVE,NOUN,PLURAL
angina	1156,NOUN,SINGULAR
abedul	1154,NOUN,SINGULAR
bolero	1153,NOUN,SINGULAR
fierro	1146,NOUN,ADJECTIVE,VERB,FORM_OF,INFLECTED_FORM,SINGULAR
lesivo	1145,ADJECTIVE
pajita	1145,NOUN,SINGULAR
fumado	1144,ADJECTIVE,PARTICIPLE
fogoso	1137,ADJECTIVE
tibial	1137,ADJECTIVE
disnea	1134,NOUN,SINGULAR
platea	1133,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
captor	1132,NOUN,SINGULAR
papaya	1132,NOUN,ADJECTIVE,SINGULAR
adagio	1131,ADVERB,NOUN,SINGULAR
azotar	1129,VERB
tienta	1127,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
aducir	1125,VERB
mimado	1124,ADJECTIVE,PARTICIPLE
primor	1122,NOUN,SINGULAR
impura	1120,ADJECTIVE
tienpo	1118,NOUN,SINGULAR
cadete	1117,NOUN,SINGULAR
cadmio	1115,NOUN,SINGULAR
quiste	1115,NOUN,SINGULAR
rehuir	1113,VERB
trinos	1109,ADJECTIVE,NOUN,PLURAL
chasco	1108,NOUN,VERB,SINGULAR
ticket	1107,NOUN,SINGULAR
pulcro	1106,ADJECTIVE
tensas	1106,ADJECTIVE,VERB
ariete	1101,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR,SUBJ
airoso	1096,ADJECTIVE
trabar	1093,VERB
ebrios	1092,ADJECTIVE
rayado	1089,ADJECTIVE,NOUN,PARTICIPLE,SINGULAR
coyote	1087,NOUN,SINGULAR
bovina	1083,ADJECTIVE
arcano	1079,ADJECTIVE,NOUN,SINGULAR
inocuo	1078,ADJECTIVE
marine	1078,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR,SUBJ
tanteo	1070,NOUN,VERB,SINGULAR
beldad	1067,NOUN,VERB,IMP,INFLECTED_FORM,SINGULAR
censor	1067,ADJECTIVE,NOUN,SINGULAR
banano	1066,NOUN,SINGULAR
llanta	1066,NOUN,SINGULAR
roedor	1066,ADJECTIVE,NOUN,SINGULAR
venera	1066,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
hijito	1064,NOUN,SINGULAR
remojo	1064,NOUN,VERB,SINGULAR
rociar	1063,VERB
adrede	1061,ADVERB
turbar	1061,VERB
elipse	1056,NOUN,SINGULAR
record	1055,NOUN,SINGULAR
inepto	1053,ADJECTIVE
chacra	1052,NOUN,SINGULAR
yogurt	1052,NOUN,SINGULAR
algund	1046,ADJECTIVE
adusta	1045,ADJECTIVE
pomelo	1045,NOUN,SINGULAR
doblez	1043,NOUN,SINGULAR
volteo	1042,NOUN,VERB,SINGULAR
roncar	1039,VERB
cagado	1037,ADJECTIVE,PARTICIPLE
inerme	1037,ADJECTIVE
garito	1036,NOUN,SINGULAR
fiordo	1035,NOUN,SINGULAR
postas	1035,ADJECTIVE,NOUN,PLURAL
porras	1032,INTERJECTION,ADJECTIVE,NOUN,PLURAL
gatear	1029,VERB
jirafa	1028,NOUN,SINGULAR
aciago	1022,ADJECTIVE,NOUN,SINGULAR
viudez	1021,NOUN,SINGULAR
arroje	1020,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR,SUBJ
arameo	1017,ADJECTIVE,NOUN,SINGULAR
ristre	1017,NOUN,SINGULAR
gratas	1016,ADJECTIVE,VERB
kiosco	1016,NOUN,SINGULAR
grosso	1015,ADJECTIVE
faltos	1014,ADJECTIVE
mesada	1014,NOUN,PARTICIPLE,SINGULAR
fresno	1010,NOUN,SINGULAR
pathos	1009,NOUN,SINGULAR
legajo	1008,NOUN,SINGULAR
toscas	1008,ADJECTIVE,NOUN,PLURAL
acuoso	1007,ADJECTIVE
gratos	1007,ADJECTIVE
pagoda	1005,NOUN,SINGULAR
charol	1004,NOUN,SINGULAR
salvia	1003,NOUN,SINGULAR
termas	1003,NOUN,SINGULAR
fieros	1001,ADJECTIVE
jornal	1001,NOUN,SINGULAR
piropo	1001,NOUN,SINGULAR
minuta	998,NOUN,SINGULAR
pastar	997,VERB
pelusa	992,NOUN,SINGULAR
remedo	991,NOUN,VERB,SINGULAR
mengua	990,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
ristra	990,NOUN,SINGULAR
clamar	986,VERB
bayeta	985,NOUN,SINGULAR
orinal	984,NOUN,SINGULAR
realce	984,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR,SUBJ
fabril	983,ADJECTIVE
cultas	982,ADJECTIVE
canino	980,ADJECTIVE,NOUN,SINGULAR
errada	980,ADJECTIVE,PARTICIPLE
dermis	977,NOUN,SINGULAR
purgar	977,VERB
salino	977,ADJECTIVE
emanar	974,VERB
turcas	974,ADJECTIVE,NOUN,PLURAL
hippie	972,NOUN,SINGULAR
ofenda	971,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR,SUBJ
remesa	969,NOUN,SINGULAR
drenar	968,VERB
danesa	965,NOUN,ADJECTIVE,SINGULAR
finado	965,ADJECTIVE,NOUN,PARTICIPLE,SINGULAR
lucero	964,NOUN,SINGULAR
batata	961,NOUN,SINGULAR
kitsch	961,NOUN,ADJECTIVE,SINGULAR
pretor	961,NOUN,SINGULAR
afilar	960,VERB
pasito	959,NOUN,SINGULAR
obesas	958,ADJECTIVE,NOUN,PLURAL
conato	957,NOUN,SINGULAR
adicta	954,NOUN,ADJECTIVE,SINGULAR
curvos	954,ADJECTIVE
kimono	953,NOUN,SINGULAR
surcar	952,VERB
baremo	951,NOUN,VERB,SINGULAR
aprisa	949,ADVERB
somera	946,ADJECTIVE
eneldo	945,NOUN,SINGULAR
mezcal	945,NOUN,SINGULAR
abogar	943,VERB
porros	939,ADJECTIVE,NOUN,PLURAL
papada	937,NOUN,PARTICIPLE,SINGULAR
boreal	933,ADJECTIVE
bienio	931,NOUN,SINGULAR
garete	931,NOUN,SINGULAR
menaje	929,NOUN,SINGULAR
arisca	927,ADJECTIVE
tibios	926,ADJECTIVE
dulzor	924,NOUN,SINGULAR
azahar	919,NOUN,SINGULAR
tonada	919,NOUN,SINGULAR
ornato	918,NOUN,SINGULAR
anclar	917,VERB
vacuno	916,ADJECTIVE,NOUN,VERB,SINGULAR
vermut	916,NOUN,SINGULAR
hacker	914,NOUN,SINGULAR
campal	913,ADJECTIVE
rancia	913,ADJECTIVE
envite	912,NOUN,SINGULAR
melosa	910,NOUN,ADJECTIVE,SINGULAR
selfie	910,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR,SUBJ
melaza	909,NOUN,SINGULAR
passar	909,VERB
mazazo	906,NOUN,SINGULAR
center	902,NOUN,SINGULAR
garzas	900,ADJECTIVE,NOUN,PLURAL
chucho	897,NOUN,SINGULAR
peltre	895,NOUN,SINGULAR
salvas	893,ADJECTIVE,NOUN,VERB,PLURAL
besito	892,NOUN,SINGULAR
chacal	890,NOUN,SINGULAR
chanza	890,NOUN,SINGULAR
closet	890,NOUN,SINGULAR
anomia	889,NOUN,SINGULAR
premia	889,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
recias	889,ADJECTIVE
buffet	888,NOUN,SINGULAR
esputo	888,NOUN,VERB,SINGULAR
acacia	886,NOUN,SINGULAR
castor	885,NOUN,SINGULAR
tensor	884,ADJECTIVE,NOUN,SINGULAR
chilla	882,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
pardas	882,ADJECTIVE
primar	882,VERB
cerviz	881,NOUN,SINGULAR
rugoso	881,ADJECTIVE
airosa	879,ADJECTIVE
insana	877,ADJECTIVE
censal	876,ADJECTIVE
mocosa	875,NOUN,ADJECTIVE,SINGULAR
tatami	875,NOUN,SINGULAR
osados	874,ADJECTIVE,PARTICIPLE
acosar	871,VERB
aserto	869,NOUN,SINGULAR
oporto	868,NOUN,SINGULAR
colono	866,NOUN,SINGULAR
pulpar	865,ADJECTIVE
secano	865,NOUN,SINGULAR
obtuso	864,ADJECTIVE
vergel	864,NOUN,SINGULAR
varado	861,ADJECTIVE,PARTICIPLE
ondear	860,VERB
muisca	859,ADJECTIVE,NOUN,SINGULAR
putada	859,NOUN,SINGULAR
carcaj	858,NOUN,SINGULAR
arisco	856,ADJECTIVE
salina	855,NOUN,ADJECTIVE,SINGULAR
nociva	852,ADJECTIVE
tinaja	848,NOUN,SINGULAR
medusa	847,NOUN,SINGULAR
priora	847,NOUN,SINGULAR
caduco	843,ADJECTIVE,VERB
tirita	842,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
culito	837,NOUN,SINGULAR
adalid	835,NOUN,SINGULAR
pulcra	833,ADJECTIVE
reggae	832,NOUN,SINGULAR
plugin	828,NOUN,SINGULAR
pulque	828,NOUN,SINGULAR
viales	828,ADJECTIVE,NOUN,PLURAL
quinua	826,NOUN,SINGULAR
zuecos	826,ADJECTIVE,NOUN,PLURAL
enebro	825,NOUN,SINGULAR
mermar	825,VERB
soldar	824,VERB
inocua	821,ADJECTIVE
ataxia	820,NOUN,SINGULAR
avalar	819,VERB
fulana	819,NOUN,PROPER NOUN,SINGULAR
turbas	819,ADJECTIVE,NOUN,VERB,PLURAL
discal	818,ADJECTIVE
mansos	817,ADJECTIVE,NOUN,PLURAL
serbio	816,ADJECTIVE,NOUN,SINGULAR
anorak	814,NOUN,SINGULAR
zorras	814,ADJECTIVE,NOUN,PLURAL
novata	813,NOUN,ADJECTIVE,SINGULAR
coctel	809,NOUN,SINGULAR
joroba	808,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
rumiar	808,VERB
habano	806,ADJECTIVE,NOUN,SINGULAR
menear	806,VERB
croata	804,ADJECTIVE,NOUN,SINGULAR
cayena	803,NOUN,SINGULAR
amorfa	802,ADJECTIVE
bridge	802,NOUN,SINGULAR
cosido	802,NOUN,PARTICIPLE,SINGULAR
suevos	802,ADJECTIVE,NOUN,PLURAL
ultimo	800,ADJECTIVE,VERB
kurdos	799,ADJECTIVE,NOUN,PLURAL
output	799,NOUN,SINGULAR
sitial	799,NOUN,SINGULAR
caviar	798,NOUN,SINGULAR
safari	797,NOUN,SINGULAR
rodete	795,NOUN,SINGULAR
tiesto	794,NOUN,ADJECTIVE,SINGULAR
muesca	791,NOUN,SINGULAR
brexit	788,NOUN,SINGULAR
capota	788,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
cagada	784,NOUN,ADJECTIVE,PARTICIPLE,SINGULAR
galesa	784,NOUN,ADJECTIVE,SINGULAR
marear	784,VERB
poseso	782,ADJECTIVE,NOUN,SINGULAR
juglar	781,NOUN,SINGULAR
otitis	781,NOUN,SINGULAR
ibidem	779,ADVERB
doctos	778,ADJECTIVE
patito	778,NOUN,SINGULAR
fronda	777,NOUN,SINGULAR
jocosa	777,ADJECTIVE
mongol	777,ADJECTIVE,NOUN,SINGULAR
airear	776,VERB
parejo	776,ADJECTIVE
brioso	775,ADJECTIVE
cuajar	775,VERB,NOUN,SINGULAR
picota	772,NOUN,SINGULAR
testar	772,VERB
foliar	771,ADJECTIVE,VERB
inflar	771,VERB
rebozo	771,NOUN,VERB,SINGULAR
pecosa	770,ADJECTIVE
largar	767,VERB
caduca	766,ADJECTIVE,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
anilla	765,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
insano	765,ADJECTIVE
bonete	764,NOUN,SINGULAR
mousse	763,NOUN,SINGULAR
pollas	763,ADJECTIVE,NOUN,PLURAL
rumano	762,ADJECTIVE,NOUN,SINGULAR
cincha	761,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
potaje	761,NOUN,SINGULAR
tibias	759,ADJECTIVE,NOUN,PLURAL
gamuza	758,NOUN,SINGULAR
relajo	758,NOUN,VERB,SINGULAR
salero	757,NOUN,SINGULAR
solera	757,NOUN,SINGULAR
llanas	756,ADJECTIVE,NOUN,PLURAL
ajenjo	755,NOUN,SINGULAR
amorfo	755,ADJECTIVE
gorjeo	754,NOUN,VERB,SINGULAR
eslora	753,NOUN,SINGULAR
ruines	753,ADJECTIVE,VERB,INFLECTED_FORM,SUBJ
alejas	752,ADJECTIVE,VERB
egreso	751,NOUN,VERB,SINGULAR
fineza	751,NOUN,SINGULAR
encono	749,NOUN,VERB,SINGULAR
ricino	749,NOUN,SINGULAR
tutsis	749,ADJECTIVE,NOUN,PLURAL
rastas	748,NOUN,ADJECTIVE,PLURAL
flojas	747,ADJECTIVE
rezago	745,NOUN,VERB,SINGULAR
chulos	744,ADJECTIVE,NOUN,PLURAL
cuerdo	743,ADJECTIVE
recios	740,ADJECTIVE,NOUN,PLURAL
canosa	739,ADJECTIVE
trompo	738,NOUN,SINGULAR
laicas	737,ADJECTIVE
aldaba	736,NOUN,SINGULAR
tenaza	736,NOUN,SINGULAR
aljibe	735,NOUN,SINGULAR
flexor	735,ADJECTIVE
medrar	730,VERB
pineal	730,ADJECTIVE
gaveta	729,NOUN,SINGULAR
hisopo	729,NOUN,VERB,SINGULAR
nutria	729,NOUN,SINGULAR
veleta	729,NOUN,ADJECTIVE,SINGULAR
sabida	728,ADJECTIVE,PARTICIPLE
vedada	728,ADJECTIVE,PARTICIPLE
gestar	727,VERB
sofoco	726,NOUN,VERB,SINGULAR
estola	724,NOUN,SINGULAR
karate	722,NOUN,SINGULAR
arenal	721,NOUN,SINGULAR
cosaco	721,ADJECTIVE,NOUN,SINGULAR
asceta	720,NOUN,SINGULAR
planeo	718,NOUN,VERB,SINGULAR
trocar	717,VERB
auriga	716,NOUN,SINGULAR
olivar	715,ADJECTIVE,NOUN,SINGULAR
urraca	715,NOUN,SINGULAR
asueto	714,NOUN,ADJECTIVE,SINGULAR
enanas	711,ADJECTIVE,NOUN,PLURAL
gotero	711,NOUN,SINGULAR
guagua	709,NOUN,SINGULAR
boludo	708,ADJECTIVE,NOUN,SINGULAR
hummus	708,NOUN,SINGULAR
soeces	707,ADJECTIVE
necias	706,ADJECTIVE
alisar	705,NOUN,VERB,SINGULAR
checos	704,ADJECTIVE,NOUN,PLURAL
espeto	704,NOUN,VERB,SINGULAR
fichar	704,VERB
friend	701,NOUN,SINGULAR
panela	701,NOUN,SINGULAR
estopa	700,NOUN,SINGULAR
ubicua	700,ADJECTIVE
amonio	699,NOUN,SINGULAR
tipejo	699,NOUN,SINGULAR
cansas	698,ADJECTIVE,VERB
adepto	697,NOUN,SINGULAR
termal	697,ADJECTIVE
viaria	697,ADJECTIVE
rearme	696,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR,SUBJ
dehesa	695,NOUN,SINGULAR
glamur	693,NOUN,SINGULAR
burdas	692,ADJECTIVE
errata	691,NOUN,SINGULAR
boleta	690,NOUN,SINGULAR
maguey	690,NOUN,SINGULAR
pincho	690,NOUN,VERB,SINGULAR
sacros	690,ADJECTIVE,NOUN,PLURAL
apilar	688,VERB
pleyto	687,NOUN,SINGULAR
caleta	684,NOUN,ADVERB,SINGULAR
escapo	683,NOUN,VERB,SINGULAR
guache	682,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR,SUBJ
arduas	681,ADJECTIVE
averno	681,NOUN,SINGULAR
cherry	679,NOUN,SINGULAR
sprint	679,NOUN,SINGULAR
frutal	677,ADJECTIVE,NOUN,SINGULAR
enjuta	674,NOUN,ADJECTIVE,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
laburo	670,NOUN,VERB,SINGULAR
soluto	670,NOUN,SINGULAR
gotear	668,VERB
brandi	667,NOUN,SINGULAR
cowboy	667,NOUN,SINGULAR
camita	666,NOUN,SINGULAR
droide	665,NOUN,SINGULAR
maquis	663,NOUN,SINGULAR
murete	663,NOUN,SINGULAR
peonza	663,NOUN,SINGULAR
crisma	662,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
madama	661,NOUN,SINGULAR
mascar	661,VERB
azogue	660,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR,SUBJ
flojos	660,ADJECTIVE
vadear	658,VERB
mamada	657,NOUN,ADVERB,ADJECTIVE,PARTICIPLE,SINGULAR
vedado	657,ADJECTIVE,NOUN,PARTICIPLE,SINGULAR
pelele	656,NOUN,SINGULAR
puntal	655,NOUN,SINGULAR
quimio	654,NOUN,SINGULAR
retazo	650,NOUN,SINGULAR
cotiza	649,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
lucido	648,ADJECTIVE,PARTICIPLE
pickup	648,NOUN,SINGULAR
palmar	646,ADJECTIVE,NOUN,VERB,SINGULAR
dengue	645,NOUN,SINGULAR
router	645,NOUN,SINGULAR
votada	645,NOUN,PARTICIPLE,SINGULAR
junior	644,ADJECTIVE
axilar	643,ADJECTIVE
rayada	640,ADJECTIVE,PARTICIPLE
mustio	639,ADJECTIVE
tisana	639,NOUN,SINGULAR
estoma	638,NOUN,SINGULAR
poroso	638,ADJECTIVE
eructo	637,NOUN,VERB,SINGULAR
puzzle	636,NOUN,SINGULAR
bovino	635,ADJECTIVE,NOUN,SINGULAR
valida	635,ADJECTIVE,PARTICIPLE,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
culmen	634,NOUN,SINGULAR
hincar	632,VERB
cristo	630,NOUN,SINGULAR
dativo	630,ADJECTIVE
cercar	628,VERB
percal	628,NOUN,SINGULAR
goloso	627,ADJECTIVE
actora	626,NOUN,SINGULAR
sorber	626,VERB
endoso	625,NOUN,VERB,SINGULAR
tronar	624,VERB
fastos	623,ADJECTIVE,NOUN,PLURAL
inicuo	620,ADJECTIVE,NOUN,SINGULAR
meloso	620,ADJECTIVE
atrial	618,ADJECTIVE
senior	618,NOUN,SINGULAR
tarado	618,ADJECTIVE,NOUN,PARTICIPLE,SINGULAR
chivos	617,ADJECTIVE,NOUN,PLURAL
raspar	617,VERB
somero	617,ADJECTIVE
porosa	612,ADJECTIVE
yonqui	612,NOUN,SINGULAR
arqueo	611,NOUN,VERB,SINGULAR
aguado	609,ADJECTIVE,PARTICIPLE
cinema	609,NOUN,ADJECTIVE,SINGULAR
mentar	609,VERB
plegar	609,VERB
sierpe	609,NOUN,SINGULAR
ilesos	607,ADJECTIVE
rentar	607,VERB
tercia	607,NOUN,ADJECTIVE,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
zarina	607,NOUN,SINGULAR
tintos	606,ADJECTIVE,NOUN,PLURAL
trocha	603,NOUN,SINGULAR
velcro	603,NOUN,SINGULAR
dopaje	601,NOUN,SINGULAR
cautos	600,ADJECTIVE
versar	599,VERB
alpaca	597,NOUN,SINGULAR
anidar	597,VERB
mucama	597,NOUN,SINGULAR
bobada	596,NOUN,SINGULAR
patita	596,NOUN,SINGULAR
zumbar	595,VERB
cecina	594,NOUN,SINGULAR
cierva	593,NOUN,SINGULAR
liquen	592,NOUN,SINGULAR
rambla	592,NOUN,SINGULAR
aikido	591,NOUN,SINGULAR
ulular	590,VERB
anudar	589,VERB
iguana	588,NOUN,SINGULAR
lesiva	588,ADJECTIVE
ardido	586,ADJECTIVE,PARTICIPLE
blazer	586,NOUN,SINGULAR
rumana	585,NOUN,ADJECTIVE,SINGULAR
libelo	584,NOUN,SINGULAR
ubicuo	584,ADJECTIVE
embozo	583,NOUN,VERB,SINGULAR
grulla	582,NOUN,ADJECTIVE,SINGULAR
pretil	582,NOUN,SINGULAR
mohoso	579,ADJECTIVE
monada	579,NOUN,SINGULAR
airbag	578,NOUN,SINGULAR
amoral	578,ADJECTIVE
agrias	576,ADJECTIVE,VERB
arroba	575,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
alhaja	574,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
vegada	574,NOUN,SINGULAR
mimosa	573,NOUN,ADJECTIVE,SINGULAR
script	573,NOUN,SINGULAR
tacita	573,NOUN,SINGULAR
piyama	572,NOUN,SINGULAR
tozuda	571,ADJECTIVE
pillos	569,ADJECTIVE,NOUN,PLURAL
hurtar	566,VERB
duales	562,ADJECTIVE
iberos	562,ADJECTIVE,NOUN,PLURAL
soldeo	562,NOUN,SINGULAR
castro	561,NOUN,VERB,SINGULAR
garfio	561,NOUN,SINGULAR
sanear	561,VERB
alpina	560,ADJECTIVE
folato	558,NOUN,SINGULAR
rizoma	558,NOUN,SINGULAR
brunch	557,NOUN,SINGULAR
babear	556,VERB
baliza	556,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
mugido	556,NOUN,PARTICIPLE,SINGULAR
choclo	555,NOUN,SINGULAR
comiso	555,NOUN,VERB,SINGULAR
raptar	555,VERB
tardas	555,ADJECTIVE,VERB
actina	551,NOUN,SINGULAR
varada	549,NOUN,ADJECTIVE,PARTICIPLE,SINGULAR
dizque	548,ADVERB,CONTRACTION,ADJECTIVE
peyote	548,NOUN,SINGULAR
acelga	547,NOUN,SINGULAR
afgano	547,ADJECTIVE,NOUN,SINGULAR
rasero	547,NOUN,SINGULAR
yermos	547,ADJECTIVE,NOUN,PLURAL
nachos	546,ADJECTIVE,NOUN,PLURAL
tranca	546,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
aguzar	545,VERB
eslavo	545,ADJECTIVE,NOUN,SINGULAR
ladino	545,ADJECTIVE,NOUN,SINGULAR
raptor	543,NOUN,SINGULAR
seglar	542,ADJECTIVE
atinar	541,VERB
eccema	541,NOUN,SINGULAR
torear	539,VERB
reseco	537,ADJECTIVE,VERB
pepita	536,NOUN,SINGULAR
asidua	535,ADJECTIVE
formol	535,NOUN,SINGULAR
calzar	534,VERB
nudoso	533,ADJECTIVE
osario	533,NOUN,SINGULAR
roncas	533,ADJECTIVE,VERB
cicuta	532,NOUN,SINGULAR
apache	531,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR,SUBJ
loncha	531,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
reptar	530,VERB
avizor	529,ADJECTIVE
tocayo	528,NOUN,SINGULAR
eximir	525,VERB
tundra	525,NOUN,SINGULAR
adular	524,VERB
tramar	524,VERB
jarana	523,NOUN,SINGULAR
atizar	520,VERB
brutas	519,ADJECTIVE,NOUN,PLURAL
nimios	519,ADJECTIVE
troupe	519,NOUN,SINGULAR
canica	518,NOUN,SINGULAR
bronco	517,ADJECTIVE
fechar	517,VERB
fucsia	517,NOUN,SINGULAR
ortiga	517,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
supina	517,ADJECTIVE
crucis	516,ADJECTIVE
doncel	515,NOUN,SINGULAR
raudal	515,NOUN,SINGULAR
condal	514,ADJECTIVE
jockey	514,NOUN,SINGULAR
tirana	513,NOUN,ADJECTIVE,SINGULAR
pechar	509,VERB
amados	508,ADJECTIVE,PARTICIPLE
lozana	508,ADJECTIVE
moldeo	508,NOUN,VERB,SINGULAR
sherif	508,NOUN,SINGULAR
avaros	507,ADJECTIVE,NOUN,PLURAL
nuboso	506,ADJECTIVE
escama	504,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
afiche	502,NOUN,SINGULAR
fogosa	502,ADJECTIVE
vendar	502,VERB
papito	501,NOUN,SINGULAR
ribete	501,NOUN,SINGULAR
bastos	500,ADJECTIVE,NOUN,PLURAL
fatuos	500,ADJECTIVE
nahuas	500,ADJECTIVE,NOUN,PLURAL
talego	500,NOUN,SINGULAR
pisito	499,NOUN,SINGULAR
bocaza	498,NOUN,SINGULAR
pecoso	496,ADJECTIVE
retail	496,NOUN,SINGULAR
hetero	495,ADJECTIVE,NOUN,SINGULAR
cesura	494,NOUN,SINGULAR
ilusos	493,ADJECTIVE,NOUN,PLURAL
ajadas	492,ADJECTIVE,PARTICIPLE
cojudo	491,ADJECTIVE,NOUN,SINGULAR
hilado	490,NOUN,PARTICIPLE,SINGULAR
malayo	490,ADJECTIVE,NOUN,SINGULAR
pincha	490,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
tiraje	490,NOUN,SINGULAR
camote	488,NOUN,SINGULAR
oronda	488,ADJECTIVE
vejete	488,NOUN,SINGULAR
anexas	487,ADJECTIVE,VERB
chamba	487,NOUN,SINGULAR
acetil	486,NOUN,SINGULAR
somier	486,NOUN,SINGULAR
voluta	486,NOUN,SINGULAR
pleura	485,NOUN,SINGULAR
overol	484,NOUN,SINGULAR
baboso	483,ADJECTIVE,NOUN,SINGULAR
cachas	483,ADJECTIVE,NOUN,VERB,PLURAL
cojear	483,VERB
fraseo	483,NOUN,VERB,SINGULAR
roseta	480,NOUN,SINGULAR
cedazo	479,NOUN,SINGULAR
enagua	479,NOUN,SINGULAR
erecta	478,ADJECTIVE
frotis	478,NOUN,SINGULAR
sensei	478,NOUN,SINGULAR
cinasa	477,NOUN,SINGULAR
regata	477,NOUN,SINGULAR
equino	476,ADJECTIVE,NOUN,SINGULAR
espira	476,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
mantis	475,NOUN,SINGULAR
migaja	475,NOUN,SINGULAR
regias	475,ADJECTIVE
gomina	474,NOUN,SINGULAR
capear	473,VERB
sajona	473,NOUN,ADJECTIVE,SINGULAR
pedida	472,NOUN,PARTICIPLE,SINGULAR
mojito	471,NOUN,SINGULAR
nublar	471,VERB
trombo	470,NOUN,SINGULAR
bacilo	469,NOUN,SINGULAR
curita	469,NOUN,SINGULAR
eslava	469,NOUN,ADJECTIVE,SINGULAR
viruta	469,NOUN,SINGULAR
chollo	468,NOUN,VERB,SINGULAR
orondo	468,ADJECTIVE
celada	467,NOUN,PARTICIPLE,SINGULAR
paises	466,NOUN,SINGULAR
prieto	466,ADJECTIVE
lexema	465,NOUN,SINGULAR
olmeca	465,ADJECTIVE,NOUN,SINGULAR
aljaba	464,NOUN,SINGULAR
bregar	464,VERB
gotera	464,NOUN,SINGULAR
nonbre	464,NOUN,SINGULAR
garage	463,NOUN,SINGULAR
inicua	463,NOUN,ADJECTIVE,SINGULAR
lucida	463,ADJECTIVE,PARTICIPLE
