siempre	1012426,ADVERB
pleytos	288,NOUN,PLURAL
tisanas	288,NOUN,PLURAL
arqueas	287,VERB
aterida	287,ADJECTIVE,PARTICIPLE
destape	287,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR,SUBJ
detecto	287,VERB
empapan	287,VERB
golpeas	287,VERB
hipster	287,NOUN,SINGULAR
maullar	287,VERB
permean	287,VERB
salinos	287,ADJECTIVE,VERB,IMP,INFLECTED_FORM
tempura	287,NOUN,ADJECTIVE,SINGULAR
caernos	286,VERB,INF
covacha	286,NOUN,SINGULAR
guiarle	286,VERB,INF
pavesas	286,NOUN,PLURAL
pesaran	286,VERB,INFLECTED_FORM,SUBJ
prietos	286,ADJECTIVE
purista	286,ADJECTIVE,NOUN,SINGULAR
retengo	286,VERB
trailer	286,NOUN,SINGULAR
dumping	285,NOUN,SINGULAR
falafel	285,NOUN,SINGULAR
guardes	285,VERB,INFLECTED_FORM,SUBJ
modisto	285,NOUN,SINGULAR
mongola	285,NOUN,ADJECTIVE,SINGULAR
rebrote	285,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR,SUBJ
saudade	285,NOUN,SINGULAR
agarren	284,VERB,FORM_OF,IMP,INFLECTED_FORM,SUBJ
catador	284,NOUN,SINGULAR
garitas	284,NOUN,PLURAL
ignotas	284,ADJECTIVE
lamerla	284,VERB,INF
novilla	284,NOUN,SINGULAR
sumerio	284,ADJECTIVE,NOUN,SINGULAR
trocear	284,VERB
aquieta	283,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
mientra	283,ADVERB
rebajan	283,VERB
rozarlo	283,VERB,INF
rugosos	283,ADJECTIVE
sesudos	283,ADJECTIVE
sufismo	283,NOUN,SINGULAR
tebanos	283,ADJECTIVE
cedemos	282,VERB
fraguas	282,NOUN,VERB,PLURAL
remaban	282,VERB
secaran	282,VERB,INFLECTED_FORM,SUBJ
socorre	282,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
llamita	281,NOUN,SINGULAR
moreras	281,NOUN,PLURAL
rodamos	281,VERB,INFLECTED_FORM,PAST
saberte	281,VERB,INF
secuoya	281,NOUN,SINGULAR
vengaba	281,VERB,3PS,INFLECTED_FORM
apresto	280,NOUN,VERB,SINGULAR
bandazo	280,NOUN,SINGULAR
congele	280,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
enjutas	280,ADJECTIVE,NOUN,VERB,PLURAL
foresta	280,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
galerna	280,NOUN,SINGULAR
redobla	280,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
rellene	280,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
vaciara	280,VERB,3PS,INFLECTED_FORM,SUBJ
vuelcos	280,NOUN,PLURAL
airosos	279,ADJECTIVE
aligera	279,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
comerle	279,VERB,INF
comulga	279,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
dejases	279,VERB,INFLECTED_FORM,SUBJ
egregio	279,ADJECTIVE
fanzine	279,NOUN,SINGULAR
galenos	279,NOUN,PLURAL
molotov	279,NOUN,SINGULAR
quiasmo	279,NOUN,SINGULAR
reptaba	279,VERB,3PS,INFLECTED_FORM
sumaran	279,VERB,INFLECTED_FORM,SUBJ
tensara	279,VERB,3PS,INFLECTED_FORM,SUBJ
abonaba	278,VERB,3PS,INFLECTED_FORM
berrido	278,NOUN,SINGULAR
cegaban	278,VERB
cepilla	278,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
lividez	278,NOUN,SINGULAR
nominar	278,VERB
obtusos	278,ADJECTIVE
paginas	278,VERB
remueva	278,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
vinculo	278,VERB
ensarta	277,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
filmaba	277,VERB,3PS,INFLECTED_FORM
gramaje	277,NOUN,SINGULAR
hacedme	277,VERB,IMP,INFLECTED_FORM
laburar	277,VERB
lancero	277,NOUN,SINGULAR
mecidos	277,PARTICIPLE
mudaban	277,VERB
rasposo	277,ADJECTIVE
rebuzno	277,NOUN,VERB,SINGULAR
baqueta	276,NOUN,SINGULAR
juraste	276,VERB,INFLECTED_FORM,PAST
kibbutz	276,NOUN,SINGULAR
rockero	276,ADJECTIVE,NOUN,SINGULAR
sanarlo	276,VERB,INF
traeros	276,VERB,INF
caducar	275,VERB
coclear	275,ADJECTIVE
cowboys	275,NOUN,PLURAL
cupiese	275,VERB,3PS,INFLECTED_FORM,SUBJ
evitase	275,VERB,3PS,INFLECTED_FORM,SUBJ
mofaban	275,VERB
morocha	275,NOUN,ADJECTIVE,SINGULAR
pancita	275,NOUN,SINGULAR
reparen	275,VERB,FORM_OF,IMP,INFLECTED_FORM,SUBJ
aguzaba	274,VERB,3PS,INFLECTED_FORM
chorrea	274,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
cobijan	274,VERB
encorva	274,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
giraran	274,VERB,INFLECTED_FORM,SUBJ
gliales	274,ADJECTIVE
nipones	274,ADJECTIVE,NOUN,PLURAL
oxidasa	274,NOUN,SINGULAR
papitas	274,NOUN,PLURAL
permear	274,VERB
quejosa	274,ADJECTIVE
tallaba	274,VERB,3PS,INFLECTED_FORM
tuteaba	274,VERB,3PS,INFLECTED_FORM
amasaba	273,VERB,3PS,INFLECTED_FORM
bebiste	273,VERB,INFLECTED_FORM,PAST
caldear	273,VERB
donadas	273,PARTICIPLE
ignores	273,VERB,INFLECTED_FORM,SUBJ
instalo	273,VERB,IMP,INFLECTED_FORM
leaders	273,NOUN,PLURAL
llevare	273,VERB,3PS,INFLECTED_FORM,SUBJ
loquito	273,ADJECTIVE,NOUN,SINGULAR
machote	273,NOUN,SINGULAR
omisiva	273,ADJECTIVE
pedidas	273,NOUN,PARTICIPLE,PLURAL
remedar	273,VERB
retiras	273,VERB
sierpes	273,NOUN,PLURAL
votadas	273,NOUN,PARTICIPLE,PLURAL
chilaba	272,NOUN,SINGULAR
estroma	272,NOUN,SINGULAR
impongo	272,VERB
rostral	272,ADJECTIVE
abraces	271,VERB,INFLECTED_FORM,SUBJ
alelado	271,ADJECTIVE,PARTICIPLE
arrolla	271,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
cundido	271,PARTICIPLE
desnude	271,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
dixeron	271,VERB
gibones	271,NOUN,PLURAL
poblano	271,ADJECTIVE,NOUN,SINGULAR
serrato	271,NOUN,SINGULAR
tornase	271,VERB,3PS,INFLECTED_FORM,SUBJ
afilaba	270,VERB,3PS,INFLECTED_FORM
apestar	270,VERB
asexual	270,ADJECTIVE,NOUN,SINGULAR
caduceo	270,NOUN,SINGULAR
cambias	270,VERB
convida	270,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
duraran	270,VERB,INFLECTED_FORM,SUBJ
fuessen	270,VERB
herirse	270,VERB,INF
lagrima	270,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
lavaran	270,VERB,INFLECTED_FORM,SUBJ
quantos	270,ADJECTIVE
reponga	270,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
velaron	270,VERB,INFLECTED_FORM,PAST
zapping	270,NOUN,SINGULAR
afloren	269,VERB,FORM_OF,IMP,INFLECTED_FORM,SUBJ
amoldar	269,VERB
apilado	269,PARTICIPLE
aportas	269,VERB
arietes	269,NOUN,VERB,INFLECTED_FORM,PLURAL,SUBJ
delinea	269,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
lamente	269,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
lumbres	269,NOUN,PLURAL
mermaba	269,VERB,3PS,INFLECTED_FORM
porcina	269,ADJECTIVE
traduje	269,VERB,INFLECTED_FORM,PAST
aljibes	268,NOUN,PLURAL
cegando	268,VERB,INFLECTED_FORM,PRES_PART
cojudos	268,ADJECTIVE,NOUN,PLURAL
derramo	268,VERB
eructar	268,VERB
minados	268,PARTICIPLE
pegotes	268,NOUN,PLURAL
pelmazo	268,NOUN,SINGULAR
podando	268,VERB,INFLECTED_FORM,PRES_PART
alegren	267,VERB,FORM_OF,IMP,INFLECTED_FORM,SUBJ
asesine	267,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
atacase	267,VERB,3PS,INFLECTED_FORM,SUBJ
bizarra	267,ADJECTIVE
bracero	267,NOUN,SINGULAR
demando	267,VERB
grasoso	267,ADJECTIVE
invente	267,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
porcino	267,ADJECTIVE,NOUN,SINGULAR
sumerja	267,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
apalear	266,VERB
apropie	266,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
bulbosa	266,ADJECTIVE
camines	266,VERB,INFLECTED_FORM,SUBJ
goletas	266,NOUN,PLURAL
hidrato	266,NOUN,VERB,SINGULAR
laxante	266,ADJECTIVE,NOUN,SINGULAR
morosos	266,ADJECTIVE,NOUN,PLURAL
premian	266,VERB
recesos	266,NOUN,PLURAL
regaban	266,VERB
sosiega	266,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
vilezas	266,NOUN,PLURAL
acrecer	265,VERB
agraden	265,VERB,FORM_OF,IMP,INFLECTED_FORM,SUBJ
agrieta	265,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
anginas	265,NOUN,PLURAL
atracan	265,VERB
aturdir	265,VERB
barajan	265,VERB
bismuto	265,NOUN,SINGULAR
carnets	265,NOUN,PLURAL
cobrase	265,VERB,3PS,INFLECTED_FORM,SUBJ
cometes	265,VERB
esquila	265,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR
fueseis	265,VERB,INFLECTED_FORM,SUBJ
hurtado	265,PARTICIPLE
lumbago	265,NOUN,SINGULAR
preceda	265,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
velones	265,NOUN,PLURAL
bebiese	264,VERB,3PS,INFLECTED_FORM,SUBJ
bermejo	264,ADJECTIVE,NOUN,SINGULAR
criarse	264,VERB,INF
disecar	264,VERB
ligaban	264,VERB
negocie	264,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
odiarle	264,VERB,INF
puntita	264,NOUN,SINGULAR
untuoso	264,ADJECTIVE
chamana	263,NOUN,SINGULAR
crearte	263,VERB,INF
dotaban	263,VERB
liberes	263,VERB,INFLECTED_FORM,SUBJ
quintil	263,NOUN,SINGULAR
roperos	263,ADJECTIVE,NOUN,PLURAL
salival	263,ADJECTIVE
vomitan	263,VERB
aguados	262,ADJECTIVE,PARTICIPLE
colamos	262,VERB,INFLECTED_FORM,PAST
pavadas	262,NOUN,PLURAL
recetan	262,VERB
arrebol	261,NOUN,SINGULAR
caprino	261,ADJECTIVE
codeaba	261,VERB,3PS,INFLECTED_FORM
escanea	261,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
gozarse	261,VERB,INF
lustrar	261,VERB
patalea	261,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
pretina	261,NOUN,SINGULAR
sepulta	261,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
zarpaba	261,VERB,3PS,INFLECTED_FORM
arengar	260,VERB
avisase	260,VERB,3PS,INFLECTED_FORM,SUBJ
azuzaba	260,VERB,3PS,INFLECTED_FORM
camorra	260,NOUN,PROPER NOUN,SINGULAR
lacrado	260,PARTICIPLE
nadaron	260,VERB,INFLECTED_FORM,PAST
parcheo	260,NOUN,VERB,SINGULAR
afirmas	259,VERB
arcenes	259,NOUN,PLURAL
asieron	259,VERB,INFLECTED_FORM,PAST
corifeo	259,NOUN,SINGULAR
denigra	259,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
desboca	259,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
drogaba	259,VERB,3PS,INFLECTED_FORM
inicuos	259,ADJECTIVE,NOUN,PLURAL
lideres	259,VERB,INFLECTED_FORM,SUBJ
mamparo	259,NOUN,SINGULAR
manijas	259,NOUN,PLURAL
ojuelos	259,NOUN,SINGULAR
paulino	259,ADJECTIVE
sublima	259,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
tifones	259,NOUN,PLURAL
casorio	258,NOUN,SINGULAR
decline	258,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
hiedras	258,NOUN,PLURAL
holismo	258,NOUN,SINGULAR
mudaran	258,VERB,INFLECTED_FORM,SUBJ
notarla	258,VERB,INF
ortesis	258,NOUN,SINGULAR
pastura	258,NOUN,SINGULAR
sexuado	258,ADJECTIVE
bajasen	257,VERB,INFLECTED_FORM,SUBJ
baronet	257,NOUN,SINGULAR
citosol	257,NOUN,SINGULAR
crochet	257,NOUN,SINGULAR
desmaye	257,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
donando	257,VERB,INFLECTED_FORM,PRES_PART
grasosa	257,ADJECTIVE
idilios	257,NOUN,PLURAL
adustos	256,ADJECTIVE
curacas	256,NOUN,PLURAL
desdoro	256,VERB
hirsuto	256,ADJECTIVE
manigua	256,NOUN,SINGULAR
mucamas	256,NOUN,PLURAL
orbitar	256,VERB
poterna	256,NOUN,SINGULAR
refrena	256,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
yeguada	256,NOUN,SINGULAR
aminora	255,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
arpegio	255,NOUN,VERB,SINGULAR
arquera	255,NOUN,SINGULAR
cagarse	255,VERB,INF
cromado	255,NOUN,PARTICIPLE,SINGULAR
cuartil	255,NOUN,SINGULAR
dulzona	255,ADJECTIVE
engrase	255,NOUN,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SINGULAR,SUBJ
palurdo	255,ADJECTIVE,NOUN,SINGULAR
platica	255,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
babuino	254,NOUN,SINGULAR
boscaje	254,NOUN,SINGULAR
cargues	254,VERB,INFLECTED_FORM,SUBJ
cipayos	254,NOUN,PLURAL
esculpe	254,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
fanales	254,NOUN,PLURAL
guiaran	254,VERB,INFLECTED_FORM,SUBJ
incubar	254,VERB
mismito	254,ADJECTIVE
mohosos	254,ADJECTIVE
talados	254,PARTICIPLE
capotes	253,NOUN,VERB,INFLECTED_FORM,PLURAL,SUBJ
corchos	253,NOUN,PLURAL
cosilla	253,NOUN,SINGULAR
crepita	253,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
militan	253,VERB
mixteca	253,NOUN,ADJECTIVE,SINGULAR
ovocito	253,NOUN,SINGULAR
pilones	253,NOUN,PLURAL
retuits	253,NOUN,PLURAL
temerlo	253,VERB,INF
dolosas	252,ADJECTIVE
felinas	252,ADJECTIVE
hielera	252,NOUN,SINGULAR
jubones	252,NOUN,PLURAL
oxalato	252,NOUN,SINGULAR
rayaban	252,VERB
vanadio	252,NOUN,SINGULAR
varadas	252,ADJECTIVE,NOUN,PARTICIPLE,PLURAL
zigurat	252,NOUN,SINGULAR
achiote	251,NOUN,SINGULAR
ahuecar	251,VERB
aterran	251,VERB
criarla	251,VERB,INF
hibisco	251,NOUN,SINGULAR
objetor	251,NOUN,SINGULAR
paresce	251,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
pitbull	251,NOUN,SINGULAR
suegras	251,NOUN,PLURAL
aclaman	250,VERB
agiliza	250,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
alevoso	250,ADJECTIVE,NOUN,SINGULAR
anidado	250,ADJECTIVE,PARTICIPLE
arrecia	250,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
asesore	250,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
atascan	250,VERB
aurigas	250,NOUN,PLURAL
defense	250,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
empujen	250,VERB,FORM_OF,IMP,INFLECTED_FORM,SUBJ
himeneo	250,ADJECTIVE
impagos	250,NOUN,PLURAL
macanas	250,NOUN,PLURAL
pivotes	250,NOUN,VERB,INFLECTED_FORM,PLURAL,SUBJ
propano	250,NOUN,SINGULAR
secamos	250,VERB,INFLECTED_FORM,PAST
tapiada	250,PARTICIPLE
triedro	250,NOUN,SINGULAR
aerobio	249,ADJECTIVE,NOUN,SINGULAR
culpara	249,VERB,3PS,INFLECTED_FORM,SUBJ
dictase	249,VERB,3PS,INFLECTED_FORM,SUBJ
escalan	249,VERB
hiriera	249,VERB,3PS,INFLECTED_FORM,SUBJ
optarse	249,VERB,INF
paellas	249,NOUN,PLURAL
prendan	249,VERB,FORM_OF,IMP,INFLECTED_FORM,SUBJ
tarareo	249,NOUN,VERB,SINGULAR
aparean	248,VERB
cordaje	248,NOUN,SINGULAR
humille	248,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
magneto	248,NOUN,SINGULAR
plomiza	248,ADJECTIVE
ratings	248,NOUN,PLURAL
torques	248,NOUN,SINGULAR
trapero	248,NOUN,SINGULAR
aluvial	247,ADJECTIVE
atizaba	247,VERB,3PS,INFLECTED_FORM
bajones	247,NOUN,PLURAL
congrio	247,NOUN,SINGULAR
decires	247,NOUN,PLURAL
exagere	247,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
fuerces	247,VERB,INFLECTED_FORM,SUBJ
lozanas	247,ADJECTIVE
machito	247,NOUN,SINGULAR
picnics	247,NOUN,PLURAL
venales	247,ADJECTIVE
abridor	246,ADJECTIVE,NOUN,SINGULAR
aprisco	246,NOUN,VERB,SINGULAR
arpista	246,NOUN,SINGULAR
cazaron	246,VERB,INFLECTED_FORM,PAST
jugarme	246,VERB,INF
ladinos	246,ADJECTIVE,NOUN,PLURAL
pateras	246,NOUN,PLURAL
posesos	246,ADJECTIVE,NOUN,PLURAL
rapsoda	246,NOUN,SINGULAR
recusar	246,VERB
sanarme	246,VERB,INF
teoriza	246,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
abrevar	245,VERB
arenero	245,ADJECTIVE,NOUN,SINGULAR
pisotea	245,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
pivotar	245,VERB
pudding	245,NOUN,SINGULAR
saneada	245,PARTICIPLE
sherpas	245,NOUN,PLURAL
sujeten	245,VERB,FORM_OF,IMP,INFLECTED_FORM,SUBJ
tensada	245,PARTICIPLE
amorfos	244,ADJECTIVE
culatas	244,NOUN,PLURAL
danesas	244,ADJECTIVE,NOUN,PLURAL
helarse	244,VERB,INF
mozuelo	244,NOUN,ADJECTIVE,SINGULAR
pegarlo	244,VERB,INF
relicto	244,ADJECTIVE,NOUN,SINGULAR
animase	243,VERB,3PS,INFLECTED_FORM,SUBJ
enervar	243,VERB
escolio	243,NOUN,SINGULAR
fugaron	243,VERB,INFLECTED_FORM,PAST
jogging	243,NOUN,SINGULAR
oblonga	243,ADJECTIVE
piquito	243,NOUN,SINGULAR
posaran	243,VERB,INFLECTED_FORM,SUBJ
reanima	243,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
retinol	243,NOUN,SINGULAR
sacaros	243,VERB,INF
suajili	243,NOUN,SINGULAR
encaran	242,VERB
exonera	242,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
faldita	242,NOUN,SINGULAR
guardad	242,VERB,IMP,INFLECTED_FORM
insufla	242,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
morando	242,VERB,INFLECTED_FORM,PRES_PART
acataba	241,VERB,3PS,INFLECTED_FORM
ahondan	241,VERB
alojara	241,VERB,3PS,INFLECTED_FORM,SUBJ
belenes	241,NOUN,PLURAL
codones	241,NOUN,PLURAL
declama	241,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
devoren	241,VERB,FORM_OF,IMP,INFLECTED_FORM,SUBJ
escoplo	241,NOUN,SINGULAR
girones	241,NOUN,PLURAL
secarle	241,VERB,INF
subtema	241,NOUN,SINGULAR
coladas	240,ADJECTIVE,NOUN,PARTICIPLE,PLURAL
hedores	240,NOUN,PLURAL
pogromo	240,NOUN,SINGULAR
remedia	240,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
rocalla	240,NOUN,SINGULAR
talando	240,VERB,INFLECTED_FORM,PRES_PART
abadejo	239,NOUN,SINGULAR
autoral	239,ADJECTIVE
cojamos	239,VERB,FORM_OF,IMP,INFLECTED_FORM,SUBJ
hercios	239,NOUN,PLURAL
miraras	239,VERB,INFLECTED_FORM,SUBJ
narciso	239,NOUN,SINGULAR
raperos	239,ADJECTIVE,NOUN,PLURAL
rebabas	239,NOUN,PLURAL
rebusca	239,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
tuertos	239,ADJECTIVE,NOUN,PLURAL
viraron	239,VERB,INFLECTED_FORM,PAST
zampado	239,PARTICIPLE
avalaba	238,VERB,3PS,INFLECTED_FORM
bosnios	238,ADJECTIVE,NOUN,PLURAL
chingar	238,VERB
compita	238,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
condice	238,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
coticen	238,VERB,FORM_OF,IMP,INFLECTED_FORM,SUBJ
follada	238,PARTICIPLE
halagan	238,VERB
imputen	238,VERB,FORM_OF,IMP,INFLECTED_FORM,SUBJ
inciten	238,VERB,FORM_OF,IMP,INFLECTED_FORM,SUBJ
jurarle	238,VERB,INF
quedate	238,VERB,IMP,INFLECTED_FORM
rebanar	238,VERB
reloxes	238,NOUN,PLURAL
afinaba	237,VERB,3PS,INFLECTED_FORM
alevosa	237,ADJECTIVE
encarne	237,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
insidia	237,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
pusiere	237,VERB,3PS,INFLECTED_FORM,SUBJ
tamizar	237,VERB
ventera	237,NOUN,SINGULAR
bajitos	236,ADJECTIVE
dispute	236,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
habitas	236,NOUN,VERB,PLURAL
pitones	236,NOUN,PLURAL
tildaba	236,VERB,3PS,INFLECTED_FORM
toscana	236,NOUN,ADJECTIVE,SINGULAR
visites	236,VERB,INFLECTED_FORM,SUBJ
apodada	235,PARTICIPLE
atarlos	235,VERB,INF
bilioso	235,ADJECTIVE
bromean	235,VERB
ciclasa	235,NOUN,SINGULAR
eccemas	235,NOUN,PLURAL
efesios	235,ADJECTIVE,NOUN,PLURAL
faltare	235,VERB,3PS,INFLECTED_FORM,SUBJ
hidalga	235,NOUN,ADJECTIVE,SINGULAR
jugados	235,ADJECTIVE,PARTICIPLE
nadamos	235,VERB,INFLECTED_FORM,PAST
scooter	235,NOUN,SINGULAR
yiddish	235,PROPER NOUN
abscisa	234,NOUN,SINGULAR
adecuen	234,VERB,FORM_OF,IMP,INFLECTED_FORM,SUBJ
cascajo	234,NOUN,SINGULAR
cestita	234,NOUN,SINGULAR
fulanas	234,NOUN,PROPER NOUN,PLURAL
imparto	234,VERB
ingenia	234,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
lagares	234,NOUN,PLURAL
picarme	234,VERB,INF
porosos	234,ADJECTIVE
taladra	234,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
viajase	234,VERB,3PS,INFLECTED_FORM,SUBJ
aguzada	233,PARTICIPLE
brioche	233,NOUN,SINGULAR
burrada	233,NOUN,SINGULAR
cediese	233,VERB,3PS,INFLECTED_FORM,SUBJ
chantre	233,NOUN,SINGULAR
cretona	233,NOUN,SINGULAR
embudos	233,NOUN,PLURAL
englobe	233,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
jocosas	233,ADJECTIVE
maniaco	233,ADJECTIVE,NOUN,SINGULAR
rehuido	233,PARTICIPLE
riojano	233,ADJECTIVE,NOUN,SINGULAR
someras	233,ADJECTIVE
alzaran	232,VERB,INFLECTED_FORM,SUBJ
amorfas	232,ADJECTIVE
arrugan	232,VERB
auxilia	232,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
camufla	232,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
cimenta	232,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
esqueje	232,NOUN,SINGULAR
helaron	232,VERB,INFLECTED_FORM,PAST
nitrito	232,NOUN,SINGULAR
pelitos	232,NOUN,PLURAL
sexuada	232,ADJECTIVE
tutoras	232,NOUN,PLURAL
aburras	231,VERB,INFLECTED_FORM,SUBJ
arcanas	231,ADJECTIVE
botanas	231,NOUN,PLURAL
cayeras	231,VERB,INFLECTED_FORM,SUBJ
corteja	231,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
echaras	231,VERB,INFLECTED_FORM,SUBJ
ganasen	231,VERB,INFLECTED_FORM,SUBJ
hollado	231,PARTICIPLE
lanceta	231,NOUN,SINGULAR
lobezno	231,NOUN,SINGULAR
paridas	231,NOUN,PARTICIPLE,PLURAL
rechina	231,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
sumirme	231,VERB,INF
agachan	230,VERB
bravata	230,NOUN,SINGULAR
broquel	230,NOUN,SINGULAR
conteos	230,NOUN,PLURAL
gustito	230,NOUN,SINGULAR
harenes	230,NOUN,PLURAL
meninas	230,NOUN,PLURAL
picarle	230,VERB,INF
trafica	230,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
vaguada	230,NOUN,SINGULAR
abrasar	229,VERB
aturden	229,VERB
bemoles	229,ADJECTIVE,NOUN,PLURAL
choquen	229,VERB,FORM_OF,IMP,INFLECTED_FORM,SUBJ
dadores	229,NOUN,PLURAL
datados	229,PARTICIPLE
etarios	229,ADJECTIVE
hablare	229,VERB,3PS,INFLECTED_FORM,SUBJ
morocho	229,NOUN,ADJECTIVE,SINGULAR
nodales	229,ADJECTIVE
aducido	228,PARTICIPLE
aguzado	228,PARTICIPLE
alpacas	228,NOUN,PLURAL
apagase	228,VERB,3PS,INFLECTED_FORM,SUBJ
boyeros	228,NOUN,PLURAL
caudado	228,ADJECTIVE,NOUN,SINGULAR
desliga	228,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
engarza	228,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
insania	228,NOUN,SINGULAR
labraba	228,VERB,3PS,INFLECTED_FORM
maduren	228,VERB,FORM_OF,IMP,INFLECTED_FORM,SUBJ
nervudo	228,ADJECTIVE
pitaban	228,VERB
resbalo	228,VERB
revises	228,VERB,INFLECTED_FORM,SUBJ
anfibia	227,ADJECTIVE
cigalas	227,NOUN,PLURAL
entrare	227,VERB,3PS,INFLECTED_FORM,SUBJ
esnifar	227,VERB
impudor	227,NOUN,SINGULAR
inicuas	227,ADJECTIVE,NOUN,PLURAL
liquide	227,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
masajee	227,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM,SUBJ
pudores	227,NOUN,PLURAL
zopenco	227,ADJECTIVE,NOUN,SINGULAR
airbags	226,NOUN,PLURAL
dibujen	226,VERB,FORM_OF,IMP,INFLECTED_FORM,SUBJ
dirimen	226,VERB
gorgona	226,NOUN,SINGULAR
operara	226,VERB,3PS,INFLECTED_FORM,SUBJ
retumbo	226,NOUN,VERB,SINGULAR
agriado	225,ADJECTIVE,PARTICIPLE
apareja	225,VERB,3PS,FORM_OF,IMP,INFLECTED_FORM
bianual	225,ADJECTIVE
doseles	225,NOUN,PLURAL
erraban	225,VERB
gateaba	225,VERB,3PS,INFLECTED_FORM
gineceo	225,NOUN,SINGULAR
leernos	225,VERB,INF
